timestamp,da_price_eur,rebap_price_eur,pred_short_proba,actual_system_short,portfolio_imbalance_mwh,loss_unmanaged_eur,loss_hedged_eur
2026-08-26 22:45:00,51.65,31.58,0.4721,0,-3.35,67.27,67.27
2026-08-26 23:00:00,46.94,2.63,0.9488,0,1.86,-82.25,-82.25
2026-08-26 23:15:00,52.91,-2.8,0.9772,0,-4.85,270.28,-38.81
2026-08-26 23:30:00,55.81,-31.73,0.2517,0,5.53,-484.36,-44.26
2026-08-26 23:45:00,65.76,309.41,0.9501,1,-2.22,-539.96,-17.73
2026-08-27 00:00:00,59.92,158.89,0.6513,1,3.06,302.92,302.92
2026-08-27 00:15:00,61.86,218.23,0.6278,1,0.78,121.37,121.37
2026-08-27 00:30:00,55.6,163.62,0.7149,1,-1.27,-136.65,-10.12
2026-08-27 00:45:00,60.41,75.94,0.6291,1,-1.86,-28.86,-28.86
2026-08-27 01:00:00,56.07,204.07,0.6332,1,8.92,1320.27,1320.27
2026-08-27 01:15:00,70.08,-46.83,0.4253,0,-2.31,269.52,269.52
2026-08-27 01:30:00,57.57,153.34,0.1919,1,1.91,183.0,-15.29
2026-08-27 01:45:00,54.02,-36.53,0.1023,0,2.44,-220.59,-19.49
2026-08-27 02:00:00,42.0,-84.73,0.668,0,4.09,-517.8,-517.8
2026-08-27 02:15:00,55.73,18.35,0.1973,0,3.93,-147.07,-31.47
2026-08-27 02:30:00,64.52,295.3,0.9467,1,-3.81,-878.15,-30.44
2026-08-27 02:45:00,55.41,-26.06,0.1907,0,0.03,-2.53,-2.53
2026-08-27 03:00:00,54.0,127.19,0.328,1,2.43,177.53,-19.4
2026-08-27 03:15:00,64.63,18.83,0.2365,0,1.15,-52.71,-9.21
2026-08-27 03:30:00,51.03,165.96,0.9538,1,-2.34,-269.44,-18.76
2026-08-27 03:45:00,65.09,138.48,0.4674,1,-1.56,-114.45,-114.45
2026-08-27 04:00:00,55.71,229.57,0.7042,1,-0.12,-21.6,-21.6
2026-08-27 04:15:00,55.61,282.9,0.3418,1,-3.9,-885.38,-885.38
2026-08-27 04:30:00,53.77,179.62,0.4277,1,-0.06,-8.01,-8.01
2026-08-27 04:45:00,60.07,-25.61,0.2277,0,2.13,-182.66,-17.06
2026-08-27 05:00:00,73.19,148.51,0.3291,1,1.97,148.29,-15.75
2026-08-27 05:15:00,60.66,25.76,0.1557,0,1.85,-64.64,-14.82
2026-08-27 05:30:00,58.15,123.83,0.6205,1,-3.07,-201.45,-201.45
2026-08-27 05:45:00,65.01,-80.57,0.5111,0,-5.66,823.72,823.72
2026-08-27 06:00:00,58.7,-34.76,0.8337,0,1.26,-117.36,-117.36
2026-08-27 06:15:00,69.95,278.01,0.785,1,-2.46,-512.01,-19.69
2026-08-27 06:30:00,60.93,206.74,0.1272,1,1.42,206.86,-11.35
2026-08-27 06:45:00,37.22,-168.53,0.2404,0,5.58,-1147.6,-44.62
2026-08-27 07:00:00,50.7,-89.21,0.6047,0,0.73,-102.04,-102.04
2026-08-27 07:15:00,59.55,11.5,0.523,0,-0.74,35.44,35.44
2026-08-27 07:30:00,56.01,192.58,0.6302,1,-2.54,-347.51,-347.51
2026-08-27 07:45:00,44.18,-31.91,0.2598,0,-3.27,248.72,248.72
2026-08-27 08:00:00,49.35,104.71,0.8131,1,4.54,251.35,251.35
2026-08-27 08:15:00,34.99,-60.22,0.3591,0,-8.49,808.7,808.7
2026-08-27 08:30:00,49.41,17.55,0.8035,0,-0.63,19.98,19.98
2026-08-27 08:45:00,60.69,-20.86,0.5311,0,4.2,-342.91,-342.91
2026-08-27 09:00:00,53.6,231.45,0.8839,1,-3.52,-625.96,-28.16
2026-08-27 09:15:00,56.94,18.78,0.2611,0,-0.2,7.79,7.79
2026-08-27 09:30:00,51.39,4.81,0.61,0,-0.93,43.31,43.31
2026-08-27 09:45:00,49.74,20.23,0.5414,0,2.03,-59.9,-59.9
2026-08-27 10:00:00,57.9,113.55,0.6304,1,5.09,283.13,283.13
2026-08-27 10:15:00,50.12,-37.75,0.4094,0,-1.5,131.94,131.94
2026-08-27 10:30:00,41.57,37.28,0.1445,0,-3.5,15.02,15.02
2026-08-27 10:45:00,50.97,68.51,0.4849,1,-2.25,-39.5,-39.5
2026-08-27 11:00:00,50.43,429.11,0.1997,1,6.87,2600.74,-54.94
2026-08-27 11:15:00,39.74,63.51,0.4023,1,6.93,164.73,164.73
2026-08-27 11:30:00,36.17,-13.76,0.5059,0,1.5,-74.92,-74.92
2026-08-27 11:45:00,42.62,78.17,0.3808,1,2.17,77.24,77.24
2026-08-27 12:00:00,50.13,217.26,0.9272,1,-2.19,-365.29,-17.49
2026-08-27 12:15:00,46.31,109.61,0.2406,1,3.57,225.76,-28.53
2026-08-27 12:30:00,30.42,-79.89,0.1189,0,-0.86,95.24,95.24
2026-08-27 12:45:00,53.04,13.78,0.6068,0,-2.95,115.81,115.81
2026-08-27 13:00:00,40.98,0.67,0.4642,0,0.89,-35.95,-35.95
2026-08-27 13:15:00,46.32,276.82,0.7937,1,-1.04,-240.24,-8.34
2026-08-27 13:30:00,36.82,-46.65,0.0393,0,0.77,-63.97,-63.97
2026-08-27 13:45:00,58.4,90.27,0.4937,1,-0.09,-2.93,-2.93
2026-08-27 14:00:00,47.58,220.75,0.9139,1,1.24,215.23,215.23
2026-08-27 14:15:00,40.48,75.42,0.1128,1,0.46,16.03,16.03
2026-08-27 14:30:00,48.34,73.29,0.5466,0,6.58,164.13,164.13
2026-08-27 14:45:00,52.1,16.14,0.8142,0,2.63,-94.74,-94.74
2026-08-27 15:00:00,42.47,145.85,0.087,1,-1.15,-118.63,-118.63
2026-08-27 15:15:00,50.75,-3.66,0.9105,0,1.88,-102.21,-102.21
2026-08-27 15:30:00,43.27,7.48,0.3661,0,-2.02,72.4,72.4
2026-08-27 15:45:00,47.5,110.03,0.6096,1,-0.01,-0.34,-0.34
2026-08-27 16:00:00,37.85,-83.47,0.4856,0,-3.5,425.16,425.16
2026-08-27 16:15:00,44.34,308.51,0.7581,1,-3.57,-942.91,-28.55
2026-08-27 16:30:00,63.3,129.08,0.481,1,0.52,34.19,34.19
2026-08-27 16:45:00,64.34,134.63,0.8489,1,-4.92,-345.74,-39.35
2026-08-27 17:00:00,52.69,-78.55,0.2526,0,0.5,-66.12,-66.12
2026-08-27 17:15:00,65.48,103.85,0.9036,1,-1.32,-50.53,-10.54
2026-08-27 17:30:00,56.72,33.05,0.2554,0,0.18,-4.31,-4.31
2026-08-27 17:45:00,54.73,184.17,0.8585,1,2.52,326.33,326.33
2026-08-27 18:00:00,60.18,22.86,0.8045,0,3.54,-132.11,-132.11
2026-08-27 18:15:00,62.58,-68.16,0.9144,0,1.45,-189.69,-189.69
2026-08-27 18:30:00,63.14,21.18,0.7079,0,-3.02,126.92,-24.2
2026-08-27 18:45:00,68.78,28.78,0.1859,0,2.25,-89.89,-17.98
2026-08-27 19:00:00,61.92,14.84,0.7274,0,5.15,-242.43,-242.43
2026-08-27 19:15:00,69.91,22.8,0.4196,0,1.13,-53.01,-53.01
2026-08-27 19:30:00,72.01,130.85,0.7114,1,-6.58,-387.01,-52.62
2026-08-27 19:45:00,63.15,-118.7,0.4016,0,-4.37,794.9,794.9
2026-08-27 20:00:00,61.24,51.06,0.9156,0,1.18,-12.06,-12.06
2026-08-27 20:15:00,57.96,64.44,0.5873,0,-1.05,-6.78,-6.78
2026-08-27 20:30:00,67.36,-1.58,0.5095,0,8.02,-552.64,-552.64
2026-08-27 20:45:00,66.07,185.34,0.6898,1,-1.68,-200.27,-13.43
2026-08-27 21:00:00,65.82,87.74,0.3216,1,-0.8,-17.45,-17.45
2026-08-27 21:15:00,64.28,101.7,0.6389,1,1.95,72.8,72.8
2026-08-27 21:30:00,78.81,82.65,0.5498,0,-8.35,-32.08,-32.08
2026-08-27 21:45:00,59.73,301.38,0.7596,1,3.1,750.21,750.21
2026-08-27 22:00:00,57.55,-21.78,0.4315,0,-0.87,69.15,69.15
2026-08-27 22:15:00,66.61,370.97,0.1578,1,-4.94,-1503.3,-1503.3
2026-08-27 22:30:00,61.16,-123.24,0.2802,0,-1.44,265.88,265.88
2026-08-27 22:45:00,66.83,-9.69,0.7374,0,4.09,-313.15,-313.15
2026-08-27 23:00:00,68.7,112.78,0.341,1,1.0,44.26,-8.03
2026-08-27 23:15:00,73.21,70.92,0.7113,1,-9.58,21.93,-76.62
2026-08-27 23:30:00,56.05,71.32,0.8028,1,1.59,24.26,24.26
2026-08-27 23:45:00,61.53,68.03,0.2516,1,-1.08,-7.03,-7.03
2026-08-28 00:00:00,69.18,56.97,0.595,0,0.75,-9.16,-9.16
2026-08-28 00:15:00,71.65,96.85,0.4212,1,-4.47,-112.64,-112.64
2026-08-28 00:30:00,80.75,85.66,0.4768,1,3.5,17.18,17.18
2026-08-28 00:45:00,67.01,-19.64,0.0935,0,3.45,-298.9,-27.6
2026-08-28 01:00:00,65.74,301.71,0.5601,1,0.51,119.32,119.32
2026-08-28 01:15:00,61.58,135.59,0.6305,1,0.05,3.57,3.57
2026-08-28 01:30:00,65.53,84.43,0.4946,1,3.97,75.09,75.09
2026-08-28 01:45:00,61.07,-6.61,0.4389,0,1.72,-116.08,-116.08
2026-08-28 02:00:00,65.71,2.39,0.0575,0,-0.9,56.93,56.93
2026-08-28 02:15:00,68.69,38.95,0.9667,0,-0.62,18.54,18.54
2026-08-28 02:30:00,58.36,61.51,0.1906,0,1.66,5.23,-13.29
2026-08-28 02:45:00,63.2,19.81,0.7185,0,6.46,-280.3,-280.3
2026-08-28 03:00:00,75.5,15.17,0.5882,0,-1.62,97.68,97.68
2026-08-28 03:15:00,68.28,103.92,0.6036,1,-1.5,-53.49,-53.49
2026-08-28 03:30:00,70.1,40.91,0.5568,0,2.83,-82.73,-82.73
2026-08-28 03:45:00,66.73,9.58,0.1734,0,-1.82,104.08,104.08
2026-08-28 04:00:00,79.74,64.51,0.9871,0,-3.22,49.06,-25.77
2026-08-28 04:15:00,71.46,90.25,0.7793,1,-3.67,-68.91,-29.34
2026-08-28 04:30:00,67.13,-32.99,0.624,0,5.1,-510.56,-510.56
2026-08-28 04:45:00,59.76,29.94,0.2546,0,-2.97,88.66,88.66
2026-08-28 05:00:00,70.08,244.47,0.4789,1,-0.79,-137.84,-137.84
2026-08-28 05:15:00,51.56,7.71,0.7471,0,-5.19,227.68,-41.54
2026-08-28 05:30:00,69.37,175.75,0.3654,1,-0.26,-27.66,-27.66
2026-08-28 05:45:00,70.83,22.15,0.6913,0,-1.4,67.93,-11.16
2026-08-28 06:00:00,59.42,323.23,0.2366,1,-0.59,-154.79,-154.79
2026-08-28 06:15:00,62.75,79.19,0.6212,1,-1.47,-24.17,-24.17
2026-08-28 06:30:00,74.89,95.83,0.6915,1,0.13,2.8,2.8
2026-08-28 06:45:00,65.88,233.09,0.5469,1,-0.63,-104.68,-104.68
2026-08-28 07:00:00,64.53,97.43,0.5465,1,-0.71,-23.32,-23.32
2026-08-28 07:15:00,65.1,124.14,0.5252,1,-2.43,-143.17,-143.17
2026-08-28 07:30:00,62.54,47.9,0.6257,0,-2.35,34.44,34.44
2026-08-28 07:45:00,72.39,278.65,0.9345,1,2.99,616.74,616.74
2026-08-28 08:00:00,62.2,-16.09,0.4025,0,-0.43,34.04,34.04
2026-08-28 08:15:00,48.3,-119.02,0.1785,0,4.18,-698.57,-33.4
2026-08-28 08:30:00,71.53,108.16,0.8844,1,-1.48,-54.13,-11.82
2026-08-28 08:45:00,64.52,14.99,0.4221,0,-1.97,97.44,97.44
2026-08-28 09:00:00,53.16,-51.66,0.1636,0,3.72,-390.28,-29.79
2026-08-28 09:15:00,48.28,-47.75,0.5861,0,-0.5,47.55,47.55
2026-08-28 09:30:00,58.01,-68.16,0.4207,0,-1.01,127.7,127.7
2026-08-28 09:45:00,53.62,116.56,0.399,1,-1.21,-76.3,-76.3
2026-08-28 10:00:00,63.01,162.67,0.1672,1,4.9,488.39,-39.2
2026-08-28 10:15:00,51.68,-18.05,0.5156,0,0.2,-13.88,-13.88
2026-08-28 10:30:00,48.54,31.02,0.6201,0,2.28,-40.0,-40.0
2026-08-28 10:45:00,61.87,-22.3,0.2727,0,3.85,-323.9,-30.79
2026-08-28 11:00:00,57.63,-75.85,0.1175,0,1.53,-204.49,-12.26
2026-08-28 11:15:00,53.55,104.88,0.6889,1,-3.68,-188.65,-29.4
2026-08-28 11:30:00,56.83,-10.08,0.3337,0,1.35,-90.26,-10.79
2026-08-28 11:45:00,54.53,217.82,0.3011,1,4.57,746.62,-36.58
2026-08-28 12:00:00,56.66,-50.61,0.5252,0,3.08,-330.33,-330.33
2026-08-28 12:15:00,59.7,22.8,0.3179,0,0.83,-30.7,-30.7
2026-08-28 12:30:00,53.67,78.55,0.2517,1,-1.76,-43.86,-43.86
2026-08-28 12:45:00,51.34,143.44,0.8277,1,3.24,298.37,298.37
2026-08-28 13:00:00,60.53,108.89,0.372,1,-6.41,-310.23,-310.23
2026-08-28 13:15:00,38.51,150.49,0.7911,1,3.83,428.38,428.38
2026-08-28 13:30:00,63.27,161.85,0.4285,1,4.49,442.8,442.8
2026-08-28 13:45:00,41.56,181.17,0.1404,1,-3.01,-420.05,-420.05
2026-08-28 14:00:00,50.52,200.75,0.814,1,0.38,57.27,57.27
2026-08-28 14:15:00,55.55,-31.78,0.7702,0,-6.21,542.03,-49.65
2026-08-28 14:30:00,51.26,-66.13,0.3093,0,-0.17,19.81,19.81
2026-08-28 14:45:00,64.83,77.56,0.9144,0,-2.07,-26.35,-16.56
2026-08-28 15:00:00,48.87,-41.67,0.4498,0,-4.59,415.23,415.23
2026-08-28 15:15:00,59.86,-29.28,0.6659,0,0.94,-83.91,-83.91
2026-08-28 15:30:00,54.2,176.88,0.3298,1,5.77,708.11,-46.18
2026-08-28 15:45:00,58.16,258.11,0.5159,1,3.36,671.51,671.51
2026-08-28 16:00:00,59.94,127.17,0.2208,1,-1.4,-94.32,-94.32
2026-08-28 16:15:00,63.2,177.08,0.8861,1,5.15,586.09,586.09
2026-08-28 16:30:00,60.83,58.04,0.348,1,3.28,-9.14,-26.21
2026-08-28 16:45:00,59.32,138.04,0.8685,1,7.18,565.37,565.37
2026-08-28 17:00:00,62.03,8.86,0.192,0,-0.93,49.39,49.39
2026-08-28 17:15:00,67.46,130.86,0.8397,1,3.4,215.84,215.84
2026-08-28 17:30:00,61.83,221.54,0.5154,1,6.73,1075.63,1075.63
2026-08-28 17:45:00,61.67,259.36,0.1892,1,-6.6,-1304.46,-1304.46
2026-08-28 18:00:00,73.71,271.23,0.7989,1,2.69,530.6,530.6
2026-08-28 18:15:00,71.78,129.52,0.5051,1,-3.75,-216.58,-216.58
2026-08-28 18:30:00,76.24,255.07,0.9874,1,-2.15,-384.91,-17.22
2026-08-28 18:45:00,65.75,123.81,0.4244,1,0.3,17.39,17.39
2026-08-28 19:00:00,64.16,163.56,0.9055,1,1.22,121.04,121.04
2026-08-28 19:15:00,69.07,195.21,0.2062,1,6.09,768.03,-48.71
2026-08-28 19:30:00,69.61,61.97,0.14,0,0.73,-5.58,-5.58
2026-08-28 19:45:00,73.27,261.31,0.6446,1,0.05,9.31,9.31
2026-08-28 20:00:00,70.48,161.76,0.8434,1,-2.22,-202.51,-17.75
2026-08-28 20:15:00,76.64,229.88,0.2263,1,-3.68,-563.9,-563.9
2026-08-28 20:30:00,71.02,48.5,0.6856,0,-4.01,90.27,-32.07
2026-08-28 20:45:00,74.65,145.55,0.2126,1,3.03,214.92,-24.25
2026-08-28 21:00:00,75.25,63.31,0.9709,0,-2.99,35.72,-23.93
2026-08-28 21:15:00,71.78,-19.9,0.1556,0,5.73,-524.97,-45.81
2026-08-28 21:30:00,74.14,162.73,0.7563,1,2.28,201.61,201.61
2026-08-28 21:45:00,75.77,162.56,0.7231,1,4.54,394.08,394.08
2026-08-28 22:00:00,71.86,41.54,0.6893,0,-0.56,17.0,17.0
2026-08-28 22:15:00,82.38,-8.74,0.2683,0,5.32,-484.92,-42.57
2026-08-28 22:30:00,73.49,36.83,0.2788,0,-1.16,42.61,42.61
2026-08-28 22:45:00,66.32,-22.98,0.5369,0,0.04,-3.87,-3.87
2026-08-28 23:00:00,75.97,44.06,0.5487,0,-5.05,161.05,161.05
2026-08-28 23:15:00,68.78,-6.88,0.4133,0,-4.78,361.85,361.85
2026-08-28 23:30:00,77.53,48.36,0.1936,0,-2.19,63.9,63.9
2026-08-28 23:45:00,85.03,-43.57,0.133,0,1.53,-197.15,-12.26
2026-08-29 00:00:00,70.49,246.11,0.8006,1,1.34,234.48,234.48
2026-08-29 00:15:00,78.99,151.68,0.301,1,2.7,196.33,-21.61
2026-08-29 00:30:00,63.07,-7.7,0.5527,0,0.95,-67.46,-67.46
2026-08-29 00:45:00,78.1,92.41,0.5876,0,-5.67,-81.11,-81.11
2026-08-29 01:00:00,70.07,50.33,0.5532,0,-1.86,36.62,36.62
2026-08-29 01:15:00,71.62,-20.88,0.3316,0,-1.54,142.47,142.47
2026-08-29 01:30:00,70.28,277.18,0.4618,1,1.65,341.85,341.85
2026-08-29 01:45:00,84.11,242.53,0.7839,1,2.86,453.75,453.75
2026-08-29 02:00:00,83.45,48.34,0.1928,0,-2.55,89.58,89.58
2026-08-29 02:15:00,73.43,55.57,0.2351,0,-5.19,92.69,92.69
2026-08-29 02:30:00,72.78,-110.74,0.91,0,1.61,-296.15,-296.15
2026-08-29 02:45:00,86.34,78.05,0.6271,0,4.82,-39.94,-39.94
2026-08-29 03:00:00,68.39,57.8,0.3497,0,4.86,-51.52,-38.92
2026-08-29 03:15:00,62.12,180.33,0.4557,1,-1.17,-138.63,-138.63
2026-08-29 03:30:00,78.06,200.67,0.8269,1,-0.66,-81.02,-81.02
2026-08-29 03:45:00,69.41,45.78,0.3204,0,-2.13,50.3,50.3
2026-08-29 04:00:00,79.91,26.15,0.7223,0,4.37,-235.18,-235.18
2026-08-29 04:15:00,75.52,206.25,0.432,1,-0.53,-69.69,-69.69
2026-08-29 04:30:00,80.26,99.33,0.4643,0,2.47,47.17,47.17
2026-08-29 04:45:00,88.08,-48.59,0.5979,0,0.13,-17.75,-17.75
2026-08-29 05:00:00,66.11,-50.38,0.5104,0,3.24,-376.95,-376.95
2026-08-29 05:15:00,72.73,176.19,0.9258,1,5.85,605.58,605.58
2026-08-29 05:30:00,76.95,192.53,0.1643,1,-0.55,-63.67,-63.67
2026-08-29 05:45:00,87.87,117.1,0.8982,1,0.92,26.77,26.77
2026-08-29 06:00:00,73.08,-91.67,0.2311,0,-0.08,13.92,13.92
2026-08-29 06:15:00,68.34,-81.04,0.217,0,-0.56,84.2,84.2
2026-08-29 06:30:00,74.66,59.37,0.8973,0,-2.41,36.87,-19.29
2026-08-29 06:45:00,68.55,-91.95,0.1766,0,-4.36,699.74,699.74
2026-08-29 07:00:00,71.86,180.37,0.9911,1,-8.74,-948.01,-69.89
2026-08-29 07:15:00,61.89,7.51,0.4412,0,0.01,-0.76,-0.76
2026-08-29 07:30:00,81.06,123.4,0.1279,1,-0.51,-21.45,-21.45
2026-08-29 07:45:00,58.98,44.24,0.7236,0,2.77,-40.89,-40.89
2026-08-29 08:00:00,67.29,-1.69,0.6775,0,-1.06,72.89,-8.45
2026-08-29 08:15:00,64.96,32.26,0.0831,0,-6.17,201.65,201.65
2026-08-29 08:30:00,75.19,119.23,0.5273,1,2.34,103.13,103.13
2026-08-29 08:45:00,56.13,143.13,0.9053,1,8.24,716.8,716.8
2026-08-29 09:00:00,76.53,138.5,0.1341,1,-1.46,-90.76,-90.76
2026-08-29 09:15:00,66.3,-32.48,0.0199,0,2.79,-275.3,-22.3
2026-08-29 09:30:00,66.94,191.95,0.4594,1,3.88,484.87,484.87
2026-08-29 09:45:00,56.87,-70.33,0.3008,0,-3.78,480.98,480.98
2026-08-29 10:00:00,61.13,141.36,0.0643,1,-3.34,-267.91,-267.91
2026-08-29 10:15:00,54.36,-25.6,0.4186,0,1.86,-148.57,-148.57
2026-08-29 10:30:00,66.88,272.43,0.592,1,-2.46,-506.31,-506.31
2026-08-29 10:45:00,51.86,281.04,0.6285,1,-4.91,-1126.04,-1126.04
2026-08-29 11:00:00,56.33,-12.1,0.1818,0,0.99,-68.01,-68.01
2026-08-29 11:15:00,53.01,40.13,0.16,0,7.91,-101.93,-63.31
2026-08-29 11:30:00,54.48,335.73,0.9034,1,-5.55,-1561.99,-44.43
2026-08-29 11:45:00,64.68,160.09,0.081,1,-3.11,-297.06,-297.06
2026-08-29 12:00:00,59.95,96.16,0.206,1,1.58,57.38,-12.68
2026-08-29 12:15:00,64.95,24.22,0.2129,0,-2.26,91.89,91.89
2026-08-29 12:30:00,47.39,44.12,0.8038,0,-1.63,5.33,-13.05
2026-08-29 12:45:00,64.48,39.37,0.2537,0,-0.97,24.43,24.43
2026-08-29 13:00:00,72.97,8.44,0.3206,0,-1.58,102.06,102.06
2026-08-29 13:15:00,57.67,75.47,0.4702,1,-0.99,-17.69,-17.69
2026-08-29 13:30:00,70.25,238.69,0.4097,1,-2.23,-376.2,-376.2
2026-08-29 13:45:00,56.11,269.16,0.7975,1,2.71,576.4,576.4
2026-08-29 14:00:00,44.29,-14.51,0.0787,0,-1.55,91.26,91.26
2026-08-29 14:15:00,56.54,170.13,0.956,1,-2.48,-282.02,-19.86
2026-08-29 14:30:00,65.19,23.84,0.6825,0,0.63,-26.02,-26.02
2026-08-29 14:45:00,51.84,-24.27,0.305,0,2.39,-181.83,-19.11
2026-08-29 15:00:00,58.39,56.46,0.7286,0,1.11,-2.15,-2.15
2026-08-29 15:15:00,63.77,75.97,0.3911,1,1.67,20.39,20.39
2026-08-29 15:30:00,64.98,312.13,0.7244,1,4.35,1074.8,1074.8
2026-08-29 15:45:00,66.64,46.7,0.6594,0,-7.23,144.11,-57.82
2026-08-29 16:00:00,64.02,-42.97,0.5988,0,-4.35,465.09,465.09
2026-08-29 16:15:00,66.52,326.97,0.855,1,-3.44,-896.82,-27.55
2026-08-29 16:30:00,63.69,213.51,0.8652,1,-4.55,-681.43,-36.39
2026-08-29 16:45:00,65.95,162.85,0.8409,1,0.34,32.6,32.6
2026-08-29 17:00:00,58.7,106.68,0.871,1,0.1,4.9,4.9
2026-08-29 17:15:00,76.52,133.09,0.2555,1,4.03,227.81,-32.22
2026-08-29 17:30:00,64.59,94.47,0.7702,1,-0.62,-18.59,-18.59
2026-08-29 17:45:00,77.49,199.44,0.8206,1,-4.25,-518.89,-34.04
2026-08-29 18:00:00,69.59,81.88,0.5807,1,5.16,63.46,63.46
2026-08-29 18:15:00,74.57,185.34,0.6655,1,4.32,478.68,478.68
2026-08-29 18:30:00,77.92,275.19,0.915,1,1.04,204.49,204.49
2026-08-29 18:45:00,66.65,136.08,0.4229,1,6.54,454.29,454.29
2026-08-29 19:00:00,64.2,48.16,0.7737,0,10.24,-164.3,-164.3
2026-08-29 19:15:00,72.74,8.74,0.3097,0,-1.98,126.85,126.85
2026-08-29 19:30:00,74.36,154.75,0.7185,1,-2.08,-167.4,-16.66
2026-08-29 19:45:00,74.86,-32.58,0.3349,0,3.1,-333.53,-24.83
2026-08-29 20:00:00,78.63,69.2,0.5419,0,-1.01,9.5,9.5
2026-08-29 20:15:00,71.0,-20.72,0.6908,0,3.07,-281.47,-281.47
2026-08-29 20:30:00,70.01,128.89,0.4756,1,2.95,173.9,173.9
2026-08-29 20:45:00,65.56,274.84,0.1699,1,-1.76,-368.82,-368.82
2026-08-29 21:00:00,78.06,43.36,0.6166,0,3.93,-136.21,-136.21
2026-08-29 21:15:00,79.9,10.41,0.206,0,2.97,-206.52,-23.78
2026-08-29 21:30:00,83.43,136.53,0.5614,1,-0.84,-44.77,-44.77
2026-08-29 21:45:00,80.19,183.64,0.8874,1,4.18,432.78,432.78
2026-08-29 22:00:00,77.03,90.07,0.0877,1,11.03,143.87,-88.27
2026-08-29 22:15:00,84.93,140.21,0.2913,1,2.89,159.52,-23.09
2026-08-29 22:30:00,74.77,164.26,0.7972,1,-4.73,-423.56,-37.86
2026-08-29 22:45:00,80.33,56.17,0.5887,0,-0.85,20.59,20.59
2026-08-29 23:00:00,74.03,67.39,0.5996,0,-1.41,9.38,9.38
2026-08-29 23:15:00,67.2,-29.07,0.1039,0,-2.57,247.43,247.43
2026-08-29 23:30:00,69.16,118.39,0.3854,1,2.2,108.34,108.34
2026-08-29 23:45:00,75.57,106.13,0.6041,1,6.95,212.41,212.41
2026-08-30 00:00:00,75.12,233.92,0.1383,1,0.92,145.97,145.97
2026-08-30 00:15:00,87.84,135.56,0.6587,1,-3.35,-159.86,-26.8
2026-08-30 00:30:00,73.02,420.74,0.519,1,2.0,693.77,693.77
2026-08-30 00:45:00,78.88,134.18,0.3156,1,-4.08,-225.56,-225.56
2026-08-30 01:00:00,73.81,112.95,0.6498,1,3.25,127.17,127.17
2026-08-30 01:15:00,70.66,40.25,0.443,0,0.93,-28.4,-28.4
2026-08-30 01:30:00,63.25,124.77,0.4319,1,-1.76,-108.41,-108.41
2026-08-30 01:45:00,69.0,0.87,0.5596,0,-2.63,179.46,179.46
2026-08-30 02:00:00,77.76,335.03,0.1303,1,1.6,410.71,-12.77
2026-08-30 02:15:00,68.76,51.69,0.7705,0,4.24,-72.3,-72.3
2026-08-30 02:30:00,81.6,335.28,0.5897,1,4.87,1234.78,1234.78
2026-08-30 02:45:00,73.97,189.96,0.4169,1,0.63,72.92,72.92
2026-08-30 03:00:00,72.17,179.22,0.9359,1,1.14,121.52,121.52
2026-08-30 03:15:00,82.53,-62.24,0.042,0,-0.6,87.47,87.47
2026-08-30 03:30:00,72.2,111.82,0.814,1,-3.21,-127.18,-25.68
2026-08-30 03:45:00,81.75,147.83,0.3158,1,-2.8,-185.01,-185.01
2026-08-30 04:00:00,72.83,49.46,0.6064,0,4.86,-113.49,-113.49
2026-08-30 04:15:00,81.52,263.34,0.3807,1,-2.43,-442.01,-442.01
2026-08-30 04:30:00,80.95,80.35,0.1114,0,5.45,-3.27,-43.58
2026-08-30 04:45:00,73.35,-4.18,0.2818,0,-2.03,157.46,157.46
2026-08-30 05:00:00,59.91,208.66,0.7409,1,-5.73,-852.08,-45.83
2026-08-30 05:15:00,74.41,-3.43,0.3178,0,-2.02,157.16,157.16
2026-08-30 05:30:00,80.48,237.6,0.8402,1,1.15,180.27,180.27
2026-08-30 05:45:00,76.76,-63.24,0.0871,0,-0.58,81.52,81.52
2026-08-30 06:00:00,78.28,54.85,0.9111,0,1.86,-43.67,-43.67
2026-08-30 06:15:00,60.63,180.48,0.3284,1,7.65,917.15,-61.22
2026-08-30 06:30:00,65.57,156.79,0.3436,1,1.08,98.62,-8.65
2026-08-30 06:45:00,73.24,147.46,0.751,1,-0.03,-2.55,-2.55
2026-08-30 07:00:00,71.75,343.02,0.8478,1,-1.73,-468.16,-13.81
2026-08-30 07:15:00,74.98,92.98,0.2063,1,-0.78,-14.04,-14.04
2026-08-30 07:30:00,64.1,-81.65,0.9524,0,5.75,-838.45,-838.45
2026-08-30 07:45:00,66.82,3.38,0.5528,0,4.09,-259.18,-259.18
2026-08-30 08:00:00,64.35,-92.39,0.4157,0,5.81,-909.98,-909.98
2026-08-30 08:15:00,57.63,-23.17,0.2777,0,0.89,-71.93,-71.93
2026-08-30 08:30:00,48.04,117.12,0.2887,1,-2.14,-147.96,-147.96
2026-08-30 08:45:00,59.29,36.37,0.036,0,0.27,-6.3,-6.3
2026-08-30 09:00:00,59.72,68.4,0.7476,0,-0.79,-6.85,-6.85
2026-08-30 09:15:00,55.69,58.39,0.7035,0,5.05,13.63,13.63
2026-08-30 09:30:00,47.33,92.64,0.4589,1,2.7,122.25,122.25
2026-08-30 09:45:00,59.37,187.78,0.4801,1,-6.45,-828.72,-828.72
